,ks_mean_statistic,ks_mean_pvalue,ks_std_statistic,ks_std_pvalue,cosine_distance_feature_drift
0,0.1517138086948504,4.800106749030725e-13,0.06670387877270256,0.007258563479503987,0.11391276
